AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
FoWL PoX,"Avian pox, caused by a poxvirus, is one of the oldest known infectious disease of birds. There are many different strains of the avian pox virus but most are species specific. However, some strains have the ability to infect birds across different families. While avian pox infections in wild birds are often mild and self-limiting, some
outbreaks cause high mortality rates. Birds native to isolated islands are
particularly susceptible to this disease. In Hawaii, avian pox has negatively
impacted many species of native birds. Avian pox can lead to significant losses
when many captive birds are housed in close quarters. The virus can also spread
between wild and captive birds (see Transmission).",,"Avian pox develops slowly in affected birds. The most common clinical sign of avian pox is the formation of wart-like growths on the skin, particularly on unfeathered parts of the body such as the legs, feet, eyelids, base of the beak, and the comb and wattles. This is the cutaneous or “dry” form of avian pox. Birds with mild infections may only have a few growths that minimally affect their health status. These lesions can persist from 1 to 4 weeks but in most cases, the bird will survive and the nodules will heal potentially with some scarring. At times, nodules on the eyes can interfere with the bird’s ability to see food or predators and can lead to death. Mortality can also result from secondary bacterial infections that are common with this disease. In more severe cases, birds may develop yellow-white, cheese-like lesions in their mouths and upper respiratory tract (this is known as the diphtheritic or “wet” form of the disease) which can lead to decreased food intake, difficulty breathing, and death.",,"There is no known treatment for avian pox in wild birds. In captive birds, a variety of treatments have been used along with supportive cate to treat the pox lesions and prevent secondary infections. These methods will not eliminate the virus, and the disease will run its course with or without treatment.",
Enterotoxaemia,Common disease of sheep and goats especially among the young animals,,"Dullness, opisthosomas, convulsions, coma and sudden death. Affected adult sheep, which survive for several days May show diarrhoea and staggering.",,"Affected animals May be treated with suitable antibiotics. Vaccination to be done in consultation with the veterinarians and as decided by State Animal Husbandry Authorities. Strict biosecurity measures may be followed. Carcass may be disposed hygienically. Grazing area to be restricted, stall fed, vitamins and probiotics May be provided.",
Fascioliasis,"Cattle, buffalo, sheep and goats.",,"Progressive anaemia, pale mucous membrane, submandibular oedema (Bottle jaw), loss of appetite, weakness in movement, isolated from flock while grazing, loss in production",,"The animal should not be allowed to graze in water stagnant fields or submerged fodder should not be given directly to the animals. The submerged fodder can be processed through hay/silage preparation, where metacercaria will die through this process. The affected animals can be treated by Carbon tetrachloride/ Rafoxanide/Nitroxynil/ Niclofolan /Closantel/oxyclozanide, under Veterinarian and under strict supervision.",
Haemorrhagic septicaemia (HS),"Common disease for cattle and buffaloes but also occur among other species such as pigs, sheep, goats and many wild animals.",,"The disease starts with high fever, respiratory distress and haemorrhages maybe seen on the mucous membranes. There is lacrymation, nasal discharge, drop in milk production and anorexia. As the disease progress ear droop, animals are prostrated with cyanosis of mucous membranes. There May be oedema along the head, neck, thorax, vulva and anal areas. Sudden death occurs within few hours of clinical signs.",,Affected animals may be treated with suitable antibiotics. Vaccination to be done in consultation with the veterinarians and as decided by state animal husbandry authorities. Strict biosecurity measures may be followed. Carcass may be disposed hygienically and stress factors may be reduced by good animal husbandrypractices,
Peste desPetits Ruminants,Goats and sheep are most affected domestic animals.,,"Fever, nasal and ocular discharge, respiratory distress, necrotic lesions in buccal mucosa, gum, dental pad, palate, tongue and diarrhoea. Animals May die because of dehydration and pneumonia.",,"Vaccination of susceptible animals of above 3 months old age. Restriction on animal movement, strict biosecurity measures and proper disposal of carcass.",
Sheep and Goat pox (SGP),Sheep and Goats,,"Respiratory distress and pock lesions over the nonhairy parts of body, more common in teat, udder, scortum, head, neck, ear, perineum, inner aspect of thighs and under tail",,"Vaccination of susceptible animals of above 3 months old age. Symptomatic treatment of affected animals. Restriction on animal movement, strict biosecurity measures and proper disposal of carcass.",
Theileriosis,Large Ruminants. Cross bred cattle are more vulnerable.,,"High temperature, yellowish eye, sometime eye Maybe heavily swollen, icteric mucosal membrane of rectum, dark yellowish urine, sometime May reach to coffee colour. Antibiotic is of no use to check fever.",,Periodical application of acaricides in and around the animal shed and on the animals. Therapeutic treatment of Buparvaquone can be useful in both early and advanced stages of the infection.,
Trypanosomiasis,"Domestic and wild carnivores and herbivores including cattle, buffalo, horse, donkey, camel, dog and cats. Buffaloes are known as carriers",,"Fluctuating high fever which is not responded by antibiotic, swollen lymph gland, chronic emaciation and weakness, loss of appetite, gradual loss of production",,The affected animal should be treated with Diaminazine compounds or chloride and sulphate salts of Quinapyramine. Periodical spray of insecticide in and around animal shed to remove the flies,
Bloating (Cattle),"Distention of the abdomen from excess gas in the rumen, which can compress the respiratory system causing asphyxiation or heart failure. Frothy bloat is caused by rapid intake of high protein foods (legume pastures, fine ground grains), where the gas can’t be eructated (burping) as it is trapped in layer of foam. Free gas bloat is caused by an obstruction or functional problem preventing normal eructation of rumen gas.",,"lank bloat - The feeling when touching on the left flank is like touching an inflated rubber ball - other symptoms: low appetite, no rumination, slobber, nervous, etc. Signs of troubled breathing (mouth
breathing, tongue protrusion,
extended neck) In advanced cases
the animal will “go down”, followed
by death",,"There are many methods of treatment which base on release of air from the rumen and reduction of fermentation: Reference methods: - Put a catheter through oesophagus into the rumen to release inside air. - Using hand to take feces out from the rectum and then pump water in to easily stool. - Let the cattle drink bittern (3 -5 l) mixing with beer (3 -5 l), or permanganate 0.1% (3 -5 l). - Give magnesium sulfate 200g mixed with 3 l of clean water. - Inject a troca from the left flank into the rumen to release air. - Besides, we have to give care to keep the cow away from secondary disease.","• Diet — restrict grazing time on high protein pastures. • Diet — feed cattle large amount of dry matter (hay) prior to high protein pastures exposure. • Management — use anti-bloat preparations (drench, bloat oil in water supply, provide licks/blocks)."
Heat Stroke (Cattle),"The condition involves the increase of body temperature to an extreme point. Unreasonably high temperatures in an animal that seemed completely healthy a few hours ago would be above 106ºF-107°F. Therefore, on a very hot and humid summer day, it would be wise—indeed, necessary—to check an animal that is down or otherwise depressed to see what her temperature is. Most times, a typical heat stroke will be 106°F-108°F. If the temperature is above 108°F, like 109°F-110°F, the cow (or horse) will either not recover fully or recover at all since that level of temperature causes brain damage. Check the temperature of the worst-affected animal to know where she is on the temperature spectrum. on the worst days, normal cows will have elevated temperatures in the range of 103°F or so when they are coming in from pasture or when in the barnyard congregated together. Simple heat stress can deteriorate into heat stroke in animals that have had pneumonia at some point in the past (look in the health record) or in just-fresh older cows with low blood calcium levels.",,"Fever: 41 -42C - Dry skin, bloody eye mucus membrane - High pulse and respiratory rates. - Convulsive",,"- Keep the cattle in cool and windy place; continuously irrigate cool water into the rectum. - Spray cool water on the body and use fan. - If the cow is convulsive or nervous, we have to take the blood out from the jugular vein to prevent congestion and lung edema. - Medical treatment: + Infuse NaHCo3 500ml + Give drinking water mixing with NaHCo3 in hot season + Anagin 1ml/20kg weight + Caffeine 1ml/20kg weight + B-complex, Vitamin C - Give 5 liter of green tea water (100 gram dried green tea or 500 gram fresh tea with one liter of hot water, add 500 gram of sugar + 4 liter of clean water). This method can help the animal to recover faster.",
Poisoned diseases (Cattle),,,"Acute type: slobbering, tearing, red eye, diarrhea in some cases, bloody feces. - If the toxic affects the nerve system, making the cow imbalance in action, crazy running, and round moving. - If the toxic affect on the respiratory, circulatory system, painful, fast pulse rate, cardiac collapsed and dies within 3 -6 hours. + Chronic type: The cattle intakes a small amount of toxic chemical continuously in a long time. The chemical is accumulated in the body gradually, therefore pathological change occurs slowly and it is difficult to find the symptoms. Liver is the most affected and it will be depressed, causing chronic diarrhea.",,"Find out the cause so that we can stop poisoning. - Keep the cattle in windy and cool place in summer time, warm place in winter time - Inject caffeine or camphor. - Inject antianxiety - Inject Vitamin K, Vitamin C - Antitoxic: infuse salty serum solution or isotonic glucose 2l/100kg weight. - Give orezon solution for drinking: 20gr in 10 litters of water. Let the cattle drink as much as possible. other treatments: - Treating bloating if have - Treating diarrhea with antibiotics, …",
Traumatic Pericarditis,"Pericarditis is inflammation of the pericardium with accumulation of serous or fibrinous inflammatory products (Gründer, 2002). It is associated with progressive disturbances in heart function and almost always results in death.
In cattle, pericarditis is usually caused by long, thin sharp foreign bodies (wire, needles, nails) that penetrate the reticulum, diaphragm and pericardial sac (Fig. 1) resulting in traumatic pericarditis (Fig. 2). Pericarditis attributable to haematogenous spread of infectious diseases (such as colibacillosis, pasteurellosis, salmonellosis and anaerobic infections) is much less common (Gründer, 2002) and is usually masked by signs of septicaemia (Gründer, 2002). Idiopathic pericarditis, which is seen in humans, dogs and horses, is rare in cattle (Jesty et al., 2005).",,"Swollen jugular vein (typical symptom) - Edema chest, bell (typical symptom) - Fast pulse rate, unclear (abnormal) sound (like water inside) - Light fever - Low appitite, curved back.",,"Give magnet to fix foreign body, to stop injuring omasum and periotonaeum - Antibiotics: Penicilin 15.000 UI/1kg weight + Streptomycin 5-10mg/kg weight continuous in 7 days",
Trypanosoma theileri (Blood Parasite),"Trypanosoma theileri or markedly similar trypanosomes have been detected in peripheral blood from cattle on every continent. Infection with similar trypanosomes also has been detected in domestic and wild buffalo and various other wild ungulates. In the few areas studied, transmission is by contamination after a cycle of development in species of tabanid flies. Although most parasitemias are subpatent, the trypanosomes may be seen in a blood smear being examined for pathogenic protozoa or in a hemocytometer chamber. Pathogenicity has never been proved experimentally.",,"- Intermittent fever: getting fever only in the morning or afternoon in 1-2 days then stop 1-2 days before another fever. - Because of the toxin secreted from the Trypanosoma theileri, the cattle show some nervous problems such as shivering, whirling. The cow gradually becomes thinner and thinner, anemia, milk yield drops.",,"Muscle injection: Azidin 1,18g mixed in distilled water (one tube in 5-7ml distilled water), 1tube for 150-200kg body weight, once per day, continue treatment in 2 -3 days.",
Anaplasmosis (Bllod Parasite),"Anaplasmosis is a blood cell parasite of cattle with a worldwide distribution, but the disease is most common in tropical and subtropical areas. Anaplasma marginale is the most common organism involved in cattle, and it is transmitted through the bite of Dermacentor spp. ticks or tabanid flies, as well as through the use of blood-contaminated instruments. As a result, transmission is highest during heavy tick and fly seasons. Severe outbreaks of the disease can occur when naïve animals are moved into an endemic area or carrier animals are moved into a herd in a nonendemic area. Death losses in such herds can approach 50%. Mature cattle are the most susceptible to severe clinical signs of the disease while cattle under six months of age generally show no signs.",,"The parasite use nutrition, destroy RBC, makes the cattle thin and serious anemia. - Eye and vagina mucus membrane is pale color. - The toxin secreted from the parasite affects the central nerve system causing nervous symptoms",,"- Mix Rivanol 0,2 - 0,4g in 150ml water, after that steam and purify by filter paper. Cool the solution down to 40 -450C and mix again with 60-70ml of 90o surgical spirit, infuse in to the vein when the solution temperature is 36-37oC - Blood transfusion: 1-2 liter of blood, once every 2 days, transfuse 3-4 times",
Babesiolosis and Theleriosis (Bllod Parasite),"""Babesiosis and theileriosis are blood parasitic diseases in animals caused by protozoa transmitted by ticks:
Babesiosis
Caused by the protozoa of the genus Babesia, which infect red blood cells (RBCs). Babesiosis is transmitted by ixodid ticks and can affect a variety of mammals, including cattle, horses, sheep, goats, swine, cats, and dogs. It can be fatal and is characterized by fever, anemia, hemoglobinuria, and jaundice.
Theileriosis
Caused by the protozoa of the genus Theileria, which infect both RBCs and white blood cells (WBCs). Theileriosis is mainly transmitted by ticks of the genus Rhipicephalus and can affect ruminants. It can cause anemia, fever, decreased appetite, weight loss, lethargy, and respiratory signs.""",,"ia: Pale conjunctive in eye membrane and vagina - Continuous high fever 40-41,5o - Bloody urine - Lymph nodes are swollen, edema.",,"Medication: - Berenil: 1tube in 15ml of distilled water, muscle injection, 1tube/500kg weight - Sangavet: 1 pack in 15ml distilled water, muscle injection, 1 pack/300kg weight - Azidin: same dose as treatment of Trypanosis, treat in 2 -3 days - Blood transfusion: 1-2 liter of blood, once every 2 days, transfuse 3-4 times",
Lumpy skin disease(LSD),"A viral disease of cattle and water buffalo that causes relatively few deaths, however, the disease can result in animal welfare issues and significant production losses. LSD does not pose a risk to human health.",,"• Discharge from the eyes and nose. • Nodules (lumps) of 2-5 cm in diameter on the head, neck, limbs, udder, genitalia and perineum within 48 hours of fever onset. Lesions can vary from few in mild cases to many covering entire body in severely affected animals. • Reduced milk yield. • Abortions in pregnant animals. • Weight loss and ill thrift, depression.",,,"• Transmission — LSD virus is spread by biting insects including certain species of flies, mosquitoes and possibly ticks. It can also be spread by movement of infected animals or contaminated products and equipment."
Faciolosis,"Fascioliasis is infection with the liver fluke Fasciola hepatica, which is acquired by eating contaminated watercress or other water plants. Clinical manifestations include abdominal pain and hepatomegaly. Diagnosis is by serology or detection of eggs in stool, duodenal aspirates, or bile specimens. Treatment is with triclabendazole or possibly nitazoxanide",,"epatitis and liver injury - The cattle is thin, fat tissue and muscle are atrophied - Pale conjunctive, anemia, yellow skin - Edema fauces, dewlap and under lower jaw - Low appetite, low digestion, crushed feces",,"Medication: - Han-deptil B, oral drinking 1tablet/50kg weight - Tolzan F, oral drinking 1 tablet/100kg weight Give special care to the diseased cattle",
Diarrhea (Cattle),"Diarrhea, also known as scours, is a common condition in cattle that occurs when the intestines are unable to absorb fluids",,"Drink a lot of water, low or no appetite, feed is stuck in the stomach causing bloating - If caused by E. coli: feces is watery, from yellowish to white color, very bad smell - If caused by Coccidiosis: thick feces, there is intestine mucous membrane in the feces, read or brown blood, bad smell. - If caused by ascarid: Usually in 1 -2 month old calf, rough feces, whitish, very bad smell. Later diarrhea feces attaching to tail and legs. - If caused by ell-worm: enteritis, yellow diarrhea, fast dehydration, depressed eye, shriveled skin. The calf may die for dehydration, depression if late treatment.",,"ive less feed of stop feeding the calf, reduce rich protein feed. - Give orezon, isotonic glucose as much as possible. - Infuse NaCl 0,9% 1.000ml + If the cause is bacteria: Antibiotic: Kanamycin,Tetracylin, Neomycin, Sulphamides, Ampicilin, Colistin… or other specific remedy for diarrhea available in market. + If the cause is parasite: - Deworming: Levamysol 7,5%, 1 ml/10kg weight Hanmectin 25, 2ml/25kg weight",
Ascaris,"Ascaris can affect cattle in a number of ways, including:
Ascaris lumbricoides
This swine ascarid can cause pneumonia in cattle. Symptoms include elevated temperature, respiratory and heart rate, coughing, and dyspnea. These symptoms usually appear 7-14 days after exposure to ascarid ova. Toxocara vitulorum
This white worm is found in the small intestine of calves under 6 months old. Eggs appear in the feces of calves as early as 3 weeks old. Heavy infections can cause diarrhea, weight loss, and death. Ascaris suum
This parasite can cause clinical disease and death in cattle, especially in young stock. Symptoms include dyspnea, coughing, forced expiration, mouth breathing, and emphysema.",,"- Bellyache: the calf lies on her back, the rear legs kick into her belly and move like swimming. - Sluggish action, glassy, lowered head, curved back, enlarged abdomen, low appetite and laying still. - Diarrhea - Watery feces; at the beginning the feces is grey later whitish; and very bad smell.",,"Medication: - Tayzu: oral drinking, a 4g pack /20kg weight - Han mectin 25: injection, 4ml/50kg weight - Levamisol 10% injection, 1ml/10kg weight - Han-Deptil B: oral drinking, 1tablet/50kg weight",
Lung Worm (Cattle),"Lungworm infection, also known as verminous bronchitis or verminous pneumonia, is an inflammatory disease of the lower respiratory tract caused by a variety of nematodes. Coughing and dyspnea are the most common clinical signs, which can be exacerbated by concomitant bacterial or viral infections. The Baermann technique is used to detect first-stage larvae in fecal samples. In some countries, an ELISA test is available to detect antibodies against Dictyocaulus viviparus; however, interpretation is hampered by persistent titers. Treatment and control of bovine lungworm is achieved primarily via strategic use of anthelmintics, although an orally administered vaccine is available in some countries.

An infection of the lower respiratory tract, usually resulting in bronchitis or pneumonia, can be caused by any of several parasitic nematodes, including:

Dictyocaulus viviparus in cattle, llamas, and alpacas

D filaria in goats, sheep, llamas, and alpacas

D eckerti and D cervi in deer

D arnfieldi in donkeys and horses

Protostrongylus rufescens and Muellerius capillaris in sheep and goats

Metastrongylus apri, M pudendotectus, and M salmi in pigs

oslerus osleri, Crenosoma vulpis, and Eucoleus aerophilus in dogs

Aelurostrongylus abstrusus and E aerophilus in cats

other lungworm infections occur but are less common.

Species of Dictyocaulus belong to the superfamily Trichostrongyloidea and have direct life cycles. E aerophilus belongs to the Trichuroidea and is thought to have a direct life cycle. other species belong to the Metastrongyloidea superfamily and, except for o osleri, have indirect life cycles. Some nematodes that inhabit the right ventricle and pulmonary circulation, eg, Angiostrongylus vasorum and Dirofilaria immitis, which affect both dogs and cats in certain areas of the world, may be associated with pulmonary disease. Clinical signs relate to a cardiac or pulmonary disease, or a combination of both may occur.",,"sed by string worm parasitizing in treache and bronchi. - Usually on 3 -6 month old calf - Coughing, depressed respiration, nasal discharge (sometimes with blood) - Glassy, high respiration, drink less water.",,"njection, 4ml/50kg weight - Mevenbet or Levamisol, injection, 2ml/10kg weight",
Abscess,"Damaged and infected body tissue from abrasions or skin penetrations (thorns, sharp objects during feeding or rubbing, improper injection technique) causing a swelling response and pus accumulation surrounded by thick fibrous capsule. This can occur in all areas of the body",,"• Initially the area may become red, swell, and cause pain. • Tight, raised surface of the skin, appears swollen. • If abscess has popped, oozing white, yellow, or bloody liquid.",,• Management — some resolve on their own. • Veterinary treatment — draining the abscess is usually required and antibiotics may be used.,• Diet — reduce use of coarse or seed filled feeds. • Management — proper injection technique.
Pnuemonia (Cattle),"Pneumonia refers to inflammation of the lungs. It may be accompanied by inflammation of the larger airways (bronchioles) and referred to as bronchopneumonia, or by inflammation of the pleura (outer surface of the lung, adjacent to the chest wall) and referred to as pleuropneumonia.

Pneumonia in cattle is often caused by infectious agents, particularly by a combination of bacteria and viruses. Pneumonia in cattle, also known as bovine respiratory disease (BRD), is influenced by a complex causal web involving a range of animal, management, and agent factors. The presence of infectious agents alone may not be sufficient to cause disease. Many potential stressors associated with the export process can predispose cattle to pneumonia including transportation, mixing of cattle from different sources, dietary changes and reduction in feed and/or water intake, changes in weather, dust and other respiratory irritants such as ammonia, and alterations in ventilation. The rapid, deep, open mouth breathing associated with heat stress is believed to facilitate the inhalation of organisms deep into the airways.

A number of viral, bacterial, and Mycoplasma pathogens may be involved. Many are normal inhabitants of the upper respiratory tract of cattle that can become serious opportunistic pathogens.

Infectious agents associated with BRD include:
Viruses: bovine herpesvirus 1 (BHV-1 or IBR), parainfluenza virus type-3 (PI-3), bovine respiratory syncytial virus (BRSV), bovine coronavirus (BCV), bovine viral diarrhoea virus (BVD), and adenoviruses.
Bacteria: Mannheimia haemolytica, Pasteurella multocida, Histophilus somni, Arcanobacterium pyogenes, Salmonella sp., and Mycoplasma sp.
The most common form of severe BRD is a bacterial bronchopneumonia involving one or more of the bacterial agents identified above. The viruses (and perhaps Mycoplasma) are thought to be initial infective agents that act to compromise respiratory defence mechanisms and allow the bacteria to penetrate into the lower airways and alveoli causing more severe disease.

Serious outbreaks of pneumonia occur sometimes in the export process, especially on long sea voyages. The full extent of disease is usually only appreciated when the lungs of slaughtered animals are examined at necropsy or processing.",,"ver 40-41 C - Glassy, exhausted, no appetite, tearing, nasal discharge - Depressed respiration, abnormal breathing sound - Coughing, especially in night time and early morning.",,"ecause this is a bacteria disease, we use antibiotics for treatment: - Penicilin 15.000 UI/1kg weight + Streptomycin 5-10mg/kg weight - Kanamycin 1ml/10kg weight - Ampi-kana 10mg/kg weight - Tylosin 1ml/10kg weight - Gentamycin 6-8ml/100kg weight Muscle injection, continue in 3-5 days, twice a day. Besides, we can additionally treat with anti-fever, caffeine, etc.",
Acidosis,"A sudden change in diet to high concentrate (rapidly fermentable) grains builds lactic acid in the gut, which can cause organ damage. Severely affected cattle die within 24 hours, others recover slowly but are often chronically lame.",,"Disease presentation depends on severity and predicts outcome. • Mild: stop eating, appear quiet, diarrhoea. • Moderate: pale and smelly scour, rumen contractions stop, bloating, marked dehydration, laminitis. • Severe: laying on side, not able to rise, death usually occurs within 24 hours.",,"• Supplementation — provide high quality hay for mildly affected animals. • Veterinary treatment — options include intravenous fluids, drenching with bicarbonate solution, thiamine or steroid injections, sometimes antibiotics. • Humane destruction — severely affected animals should be humanely euthanised","• Diet — avoid sudden changes to diet, gradually change feeds (over 2-3 weeks) to allow digestive microbiome to adapt. • Diet — provide cattle with sufficient roughage of 5-10cm length."
Navel Infection (Cattle),"Navel infection, also known as navel ill or omphalitis, is a bacterial infection that occurs in the umbilicus (navel) of newborn calves. It can be caused by bacteria from the environment or skin entering the calf through the navel shortly after birth",,"sually on 5-7 day-old calf - The calf drink litle or no milk - Navel part is swollen, painful",,Disinfection the navel part - Antibiotic: - Gentamycin 6-8ml/100kg weight - Tetramycin LA 1ml/10kg weight,
Pasteurellosis (Cattle),"Pasteurellosis is a bacterial infection caused by Pasteurella bacteria. Pasteurella multocida is the species which most commonly infects humans. Pasteurella multocida can also infect cattle, rabbits, cats and dogs. Pasteurella infection in cattle is an opportunistic infection. The bacteria are normally found in the upper respiratory tract, but disease occurs when the animals normal defenses are compromised.",,"High fever: 41-42 C - Eye and nasal mucus is redish. Later brown - Tearing, nasal discharge, husky coughing, coughing fit. - Depressed respiration and high presure - At the begining, the feces is constipated but later become bloody diarrhea - Much mucus and underskin bleeding - Exhausted, low rumination - Mortal rate is high therefore we have to vacinate regularly.",,"se is Gram (-) bateria, we can use following antibiotics: - Penicinin mixing with Streptomycin - Kanamycin - Gentamycin - Tylosin..... Continue in 3-5 days, dose is the same as it for treatment of pneumonia We can additionally treat with anti-fever, vitamins, caffeine and special care.",
"Acetonaemia (ketosis, fatty liver)","Insufficient energy from feed deprivation or inadequate feed (especially in pregnant animals) or inappetence from stress or disease (displaced abomasum, metritis or lameness) causes low blood sugar that results in fat breakdown by the liver creating ketones. Can result in death. Cattle that are old, fat, pregnant or lactating are at a higher risk.",,"• Inappetence, lethargy, weight loss, and reduced abdominal size. • Loss of skin fat — dull appearance of skin. • Drop in production. • Nervous signs including incessant chewing and licking in lactating cattle. • Breath smells sweet.",,"• Management and diet — isolate suspected cases, give good quality hay to stimulate appetite and provide energy. • Veterinary care — includes drenching with propylene glycol or glycerol, giving calcium borogluconate under the skin, and glucocorticosteroids only in lactating cattle. • Veterinary care — treat concurrent diseases.","• Management — early detection of cattle with ketosis is the best approach. • Diet — minimise periods of feed deprivation, rapid diet changes, and avoid unpalatable or low energy feeds. • Management — avoid over condition at calving."
Mastitis (Cattle),This is one of the biggest problems causing big economic loss in dairy farming,,"Symptoms of mastitis are very different, depending on the causes, types of bacteria and level of infection: - Udder temperature: hot - Udder size: swollen - Udder color: reddish - When we touch the udder, the cattle feel painful - We can also see the changes in physical and chemical performance of milk; lumpy or stringy, bloody, pussy milk",,"Depending on type of bacteria, the cause we select suitable medicine: - Cloxacilin 200g + Ampicillin 75mg, pump into the teat once per day, in 3 -5 days continuously - Penicillin 100.000UI + Streptomycin 1g, pump into the teat once per day, in 3 -5 days continuously - Mastijet Fort, Cloxaman, pump into the teat, 1 tube/teat, once per day, in 3 -5 days continuously - Hanocilin: Muscle injection or under skin injection 1ml/10kg weight, in 3 -5 days continuously - Hancoli: Muscle injection 1ml/10kg weight, in 3 -5 days continuously - Tetramycin *LA: Muscle injection 1ml/10kg weight, in 3 -5 days, continuously Notice: Before pumping antibiotics, we have to remove all milk out. For dry cow, beside above drugs, we can use following medicine: - Penicillin 100.000UI + Kanamycin 1g: pump into the teat once per day, in 3 -5 days continuously - Procacium penicillin 10.000UI + Furaltadone 500mg: pump into the teat once per day, in 3 -5 days continuously - Beside antibiotics we can use vitamins and other tonic medicines and keep the cow in clean place. Especially, if the cause is fungi or Mycoplasma, antibiotics will not be effective. For treatment of these cases, have to keep the cattle in hygiene environment and do milking 5 -6 times a day continuously until it recovers.",
Tuberculosis (Cattle),Chronic disease caused by Mycobacterium tuberculosis. It is dangerous for people who drink milk of cow with TB for they may be infected with TB.,,"epending on organ infected and seriousness, symptoms may be different. - Pulmonary TB: The TB bacteria invade in the bronchi, trachea and/or larynx make the cow has husky cough, coughing fit with sputum (but later the cattle usually eat that sputum again). The cattle usually cough in early morning, late in the afternoon and in cold day. The cattle is thin; hair is shed and erect; low appetite, low rumination, slight fever, fever is irregular. - Intestinal TB: long time diarrhea, very bad smell feces; after diarrhea finished, the cattle is constipated; the cattle becomes thinner and thinner. - Lymph TB: lymph node is swollen, hard; when we touch we can feel some tumors (as big as a chicken egg), no pain, the tumor do not attach to the skin; when we open, we can fine tofu-like tumor. - Udder TB: The udder and teats is deformed, when we touch we can feel roughness, mammal lymph nodes are swollen, hard and rough. Milk yield drops.",,"ntibiotics treatment: - Kanamycin: muscle injection, 2ml/15kg weight, once/day, continue in 5-7days - Streptomycin: muscle injection, 1g/50kg weight, once/day, continue in 5-7days - Ampicillin: muscle injection, 1ml/10kg weight, once/day, continue in 5-7days We can additionally inject vitamins, tonics, caffeine, … When we find TB cow, we should kill immediately to prevent from infecting to human, other cattle and animal.",
Actinobacillosis (wooden tongue),"open cuts become infected by the bacteria Actinobacillus ligniersii resulting in inflammation of the tongue. The tongue becomes hard and stiff, causing issues with consuming food and water.",,"• Increased salivation, tongue may protrude from mouth. • Tongue is firm and immovable with swellings. • Visual observations of ulcers. • Weight or production losses from inability to properly eat.",,• Diet — use of a soft feed to help reduce pain and increase ability to eat. • Veterinary care — includes administration of sodium iodide and/ or antibiotics.,"• Management and environment — isolation of affected animals from herd, disinfection of shared feed and water locations. • Diet — limit exposure to coarse foods. • Woody tongue is often unpredictable and infrequent so knowledge of disease for rapid response is more important than prevention."
"Bovine respiratory disease (BRD, ‘shipping fever’)","Bovine respiratory disease (BRD) is the term used to describe general respiratory disease in cattle. It can be caused through combination of stress (recent weaning, transport, injury, dehydration, handling, feed and water change etc) and concurrent infection (viruses or bacteria) to the respiratory tract.",,"• Lethargy, depression, and dullness. • Extended head and neck to aid breathing, droopy ears, discharges from eyes, nose, and drooling. • Coughing and rapid or laboured breathing. • Some found dead with",,"• Veterinary care — systemic antibiotics and non-steroidal anti inflammatory drugs. • Treatment — administer injectable Vitamin C. • Management and environment — isolate affected cattle, protect them from extreme conditions and provide them with water and feed.","• Management and environment — minimize stress on cattle, and risk of exposure and transmission of pathogens. • Diet — supply good quality feed and water and avoid rapid change in diet. • Vaccination — vaccinate against specific pathogens causing BRD are commercially available."
Bovine viral diarrhoea virus (pestivirus),"Bovine viral diarrhoea is a viral infection that is passed on through close contact (nose-to-nose transmission, manure contamination) that causes a wide range of symptoms. Infection can result in immunity or persistently infected (PI) cows. PI cattle pose risks to other animals in the herd, as they are a persistent shedder of virus. Infection of another BVDV strain in PI cattle may lead to mucosal disease (MD), which can be severe and fatal.",,"• Diarrhoea or abortion outbreak in recently mixed cattle. • Fever, nasal and ocular discharge. • Ulceration of the oral mucosa, coronary band, and interdigital cleft. • Some PIs are significantly stunted within the mob but can appear otherwise normal. • Unusual syndrome of scours or respiratory illness in housed calves.",,"• Management — other short-term infected cattle will usually recover, they might need to be monitored for respiratory diseases like pneumonia. • Humane destruction — PI and MD calves should be humanely euthanized","• Vaccinations — vaccines are available, but more widely used in breeding herd before joining. • Management — avoid mixing susceptible cattle, especially when their BVDV status is unknown. • Management — introducing PI cattle to healthy, non-pregnant cows is sometimes used to immunize the herd, but individual animal’s exposure is unknown."
Bovine Johne’s disease (BJD),"The bacterium Mycobacterium avium spp paratuberculosis infects the intestines causing chronic inflammation leading to thickening of the intestinal wall, preventing absorption of nutrients. Contamination can occur from the environment and feeding equipment with faecal matter, or be spread from cow to calf.",,"• Infected cattle show no signs for a long period of time (years) until significant intestinal effect occurs. • Weight loss, drop in production, profuse watery diarrhoea at end stage. Cattle are still eating well. • Unresponsive or unexplained wasting and death.",,BJD is untreatable.,• Vaccination — a vaccine is available to reduce prevalence in an infected herd. • Management and environment — avoid exposure of susceptible cattle (especially those less than 12 months of age) to infected livestock. • Buying cattle with high assurance for JD (e.g. a high Johne’s Beef Assurance Score) and a National Cattle Health Declaration.
